"","Lat","Lon","rf.temp.jan","rf.temp.feb","rf.temp.mar","rf.temp.apr","rf.temp.may","rf.temp.jun","rf.temp.jul","rf.temp.aug","rf.temp.sep","rf.temp.oct","rf.temp.nov","rf.temp.dec"
"68",49.97234625,-91.83835766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",49.97234625,-91.7467512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",49.97234625,-91.65514474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",49.97234625,-91.56353828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",49.97234625,-91.47193182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",49.97234625,-91.38032536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",49.97234625,-91.2887189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",49.97234625,-91.19711245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",49.97234625,-91.10550599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",49.97234625,-91.01389953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",49.97234625,-90.92229307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",49.97234625,-90.83068661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",49.97234625,-90.73908015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",49.97234625,-90.64747369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",49.97234625,-90.55586723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",49.97234625,-90.46426078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",49.97234625,-90.37265432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",49.97234625,-90.28104786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",49.97234625,-90.1894414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",49.97234625,-90.09783494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",49.97234625,-90.00622848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",49.97234625,-89.91462202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",49.97234625,-89.82301556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",49.97234625,-89.73140911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",49.97234625,-89.63980265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",49.97234625,-89.54819619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",49.97234625,-89.45658973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",49.97234625,-89.36498327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",49.97234625,-89.27337681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",49.97234625,-89.18177035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",49.97234625,-89.09016389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",49.97234625,-88.99855744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",49.97234625,-88.90695098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",49.97234625,-88.81534452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",49.97234625,-88.72373806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",49.97234625,-88.6321316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",49.97234625,-88.54052514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",49.97234625,-88.44891868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",49.97234625,-88.35731222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",49.97234625,-88.26570577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",49.97234625,-88.17409931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",49.97234625,-88.08249285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",49.97234625,-87.99088639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",49.97234625,-87.89927993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",49.97234625,-87.80767347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",49.97234625,-87.71606701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",49.97234625,-87.62446055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",49.97234625,-87.5328541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",49.97234625,-87.44124764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",49.97234625,-87.34964118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",49.97234625,-87.25803472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",49.97234625,-87.16642826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",49.97234625,-87.0748218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",49.97234625,-86.98321534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",49.97234625,-86.89160888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",49.97234625,-86.80000243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",49.97234625,-86.70839597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",49.97234625,-86.61678951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",49.97234625,-86.52518305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",49.97234625,-86.43357659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",49.97234625,-86.34197013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",49.97234625,-86.25036367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",49.97234625,-86.15875721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",49.97234625,-86.06715076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",49.97234625,-85.9755443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",49.97234625,-85.88393784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",49.97234625,-85.79233138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",49.97234625,-85.70072492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",49.97234625,-85.60911846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",49.97234625,-85.517512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",49.97234625,-85.42590554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",49.97234625,-85.33429909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",49.97234625,-85.24269263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",49.97234625,-85.15108617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",49.97234625,-85.05947971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",49.97234625,-84.96787325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",49.97234625,-84.87626679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",49.97234625,-84.78466033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",49.97234625,-84.69305387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",49.97234625,-84.60144742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",49.97234625,-84.50984096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",49.97234625,-84.4182345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",49.97234625,-84.32662804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",49.97234625,-84.23502158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",49.97234625,-84.14341512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",49.97234625,-84.05180866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",49.97234625,-83.9602022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",49.97234625,-83.86859575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",49.97234625,-83.77698929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",49.97234625,-83.68538283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",49.97234625,-83.59377637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",49.97234625,-83.50216991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",49.97234625,-83.41056345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",49.97234625,-83.31895699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",49.97234625,-83.22735053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",49.97234625,-83.13574408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",49.97234625,-83.04413762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",49.97234625,-82.95253116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",49.97234625,-82.8609247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",49.97234625,-82.76931824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",49.97234625,-82.67771178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",49.97234625,-82.58610532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",49.97234625,-82.49449886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",49.97234625,-82.40289241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",49.88073979,-97.88438394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",49.88073979,-97.79277748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",49.88073979,-97.70117102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",49.88073979,-97.60956456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",49.88073979,-97.5179581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",49.88073979,-97.42635164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",49.88073979,-97.33474518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",49.88073979,-97.24313872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",49.88073979,-97.15153227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",49.88073979,-97.05992581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",49.88073979,-96.96831935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",49.88073979,-96.87671289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",49.88073979,-96.78510643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",49.88073979,-96.69349997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",49.88073979,-96.60189351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",49.88073979,-96.51028705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",49.88073979,-96.4186806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",49.88073979,-96.32707414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",49.88073979,-96.23546768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",49.88073979,-96.14386122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",49.88073979,-96.05225476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",49.88073979,-95.9606483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",49.88073979,-95.86904184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",49.88073979,-95.77743538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",49.88073979,-95.68582893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",49.88073979,-95.59422247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",49.88073979,-95.50261601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",49.88073979,-95.41100955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",49.88073979,-95.31940309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",49.88073979,-95.22779663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",49.88073979,-95.13619017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",49.88073979,-95.04458371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",49.88073979,-94.95297726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",49.88073979,-94.8613708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",49.88073979,-94.76976434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",49.88073979,-94.67815788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",49.88073979,-94.58655142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",49.88073979,-94.49494496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",49.88073979,-94.4033385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",49.88073979,-94.31173204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",49.88073979,-94.22012559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",49.88073979,-94.12851913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",49.88073979,-94.03691267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",49.88073979,-93.94530621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",49.88073979,-93.85369975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",49.88073979,-93.76209329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",49.88073979,-93.67048683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",49.88073979,-93.57888037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",49.88073979,-93.48727392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",49.88073979,-93.39566746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",49.88073979,-93.304061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",49.88073979,-93.21245454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",49.88073979,-93.12084808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",49.88073979,-93.02924162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",49.88073979,-92.93763516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",49.88073979,-92.8460287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",49.88073979,-92.75442225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",49.88073979,-92.66281579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",49.88073979,-92.57120933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",49.88073979,-92.47960287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",49.88073979,-92.38799641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",49.88073979,-92.29638995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",49.88073979,-92.20478349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",49.88073979,-92.11317703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",49.88073979,-92.02157058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",49.88073979,-91.92996412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",49.88073979,-91.83835766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",49.88073979,-91.7467512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",49.88073979,-91.65514474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",49.88073979,-91.56353828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",49.88073979,-91.47193182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",49.88073979,-91.38032536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",49.88073979,-91.2887189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",49.88073979,-91.19711245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",49.88073979,-91.10550599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",49.88073979,-91.01389953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",49.88073979,-90.92229307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",49.88073979,-90.83068661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",49.88073979,-90.73908015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",49.88073979,-90.64747369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",49.88073979,-90.55586723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",49.88073979,-90.46426078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",49.88073979,-90.37265432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",49.88073979,-90.28104786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",49.88073979,-90.1894414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",49.88073979,-90.09783494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",49.88073979,-90.00622848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",49.88073979,-89.91462202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",49.88073979,-89.82301556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",49.88073979,-89.73140911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",49.88073979,-89.63980265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",49.88073979,-89.54819619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",49.88073979,-89.45658973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",49.88073979,-89.36498327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
